DOM_Blank1_EX_200.00,,DOM_Blank1_EX_205.00,,DOM_Blank1_EX_210.00,,DOM_Blank1_EX_215.00,,DOM_Blank1_EX_220.00,,DOM_Blank1_EX_225.00,,DOM_Blank1_EX_230.00,,DOM_Blank1_EX_235.00,,DOM_Blank1_EX_240.00,,DOM_Blank1_EX_245.00,,DOM_Blank1_EX_250.00,,DOM_Blank1_EX_255.00,,DOM_Blank1_EX_260.00,,DOM_Blank1_EX_265.00,,DOM_Blank1_EX_270.00,,DOM_Blank1_EX_275.00,,DOM_Blank1_EX_280.00,,DOM_Blank1_EX_285.00,,DOM_Blank1_EX_290.00,,DOM_Blank1_EX_295.00,,DOM_Blank1_EX_300.00,,DOM_Blank1_EX_305.00,,DOM_Blank1_EX_310.00,,DOM_Blank1_EX_315.00,,DOM_Blank1_EX_320.00,,DOM_Blank1_EX_325.00,,DOM_Blank1_EX_330.00,,DOM_Blank1_EX_335.00,,DOM_Blank1_EX_340.00,,DOM_Blank1_EX_345.00,,DOM_Blank1_EX_350.00,,DOM_Blank1_EX_355.00,,DOM_Blank1_EX_360.00,,DOM_Blank1_EX_365.00,,DOM_Blank1_EX_370.00,,DOM_Blank1_EX_375.00,,DOM_Blank1_EX_380.00,,DOM_Blank1_EX_385.00,,DOM_Blank1_EX_390.00,,DOM_Blank1_EX_395.00,,DOM_Blank1_EX_400.00,,DOM_Blank1_EX_405.00,,DOM_Blank1_EX_410.00,,DOM_Blank1_EX_415.00,,DOM_Blank1_EX_420.00,,DOM_Blank1_EX_425.00,,DOM_Blank1_EX_430.00,,DOM_Blank1_EX_435.00,,DOM_Blank1_EX_440.00,,DOM_Blank1_EX_445.00,,DOM_Blank1_EX_450.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
210,6.877785683,210,4.657765388,210,12.97653294,210,4.600823402,210,2.517449379,210,1.630158663,210,1.301121831,210,1.442159057,210,1.628300905,210,1.62316072,210,1.616703153,210,1.531618834,210,1.856607318,210,1.432092905,210,1.779045582,210,1.563115001,210,1.401810288,210,1.61763072,210,1.592025638,210,1.511756897,210,1.588908911,210,1.595259786,210,1.500171542,210,1.619557858,210,1.644823551,210,1.520952463,210,1.560888171,210,1.502495527,210,1.566061497,210,1.459898353,210,1.608422637,210,1.417183399,210,1.506661177,210,1.757958174,210,1.544273138,210,1.558012486,210,1.479595423,210,1.406944513,210,1.465293407,210,1.609476805,210,1.511428833,210,1.528736234,210,1.48249805,210,1.460370183,210,1.459007025,210,1.499135971,210,1.417360306,210,1.453424215,210,1.51052618,210,1.62925005,210,1.544060707
212.0299988,-1.360544205,212.0299988,4.648472786,212.0299988,20.43128014,212.0299988,11.64067745,212.0299988,3.942670345,212.0299988,2.627831459,212.0299988,1.675189018,212.0299988,1.254623175,212.0299988,1.650058389,212.0299988,1.549519181,212.0299988,1.428903103,212.0299988,1.37754786,212.0299988,1.448031783,212.0299988,1.795056224,212.0299988,1.515102267,212.0299988,1.550756454,212.0299988,1.504777431,212.0299988,1.611829042,212.0299988,1.691795826,212.0299988,1.45306468,212.0299988,1.351842284,212.0299988,1.630419374,212.0299988,1.59352839,212.0299988,1.475778103,212.0299988,1.376281619,212.0299988,1.651512504,212.0299988,1.59468925,212.0299988,1.503888249,212.0299988,1.740393162,212.0299988,1.700525999,212.0299988,1.70453167,212.0299988,1.629244089,212.0299988,1.667094111,212.0299988,1.615783691,212.0299988,1.609046936,212.0299988,1.445636153,212.0299988,1.57362318,212.0299988,1.563893914,212.0299988,1.648797512,212.0299988,1.4668957,212.0299988,1.4325459,212.0299988,1.493879437,212.0299988,1.382422686,212.0299988,1.467528343,212.0299988,1.42022264,212.0299988,1.535480022,212.0299988,1.429815173,212.0299988,1.527354836,212.0299988,1.508958817,212.0299988,1.587827444,212.0299988,1.528894424
214.0599976,5.55928421,214.0599976,5.011844635,214.0599976,10.73136139,214.0599976,34.4863205,214.0599976,5.345174789,214.0599976,1.841133714,214.0599976,1.479125977,214.0599976,1.609913826,214.0599976,1.81265521,214.0599976,1.543114185,214.0599976,1.583474874,214.0599976,1.626842499,214.0599976,1.612628222,214.0599976,1.619950771,214.0599976,1.526244283,214.0599976,1.650493503,214.0599976,1.553330183,214.0599976,1.517663836,214.0599976,1.560362697,214.0599976,1.441590428,214.0599976,1.598352194,214.0599976,1.537097931,214.0599976,1.421947241,214.0599976,1.439255476,214.0599976,1.633504987,214.0599976,1.711858034,214.0599976,1.446428299,214.0599976,1.440664768,214.0599976,1.409323931,214.0599976,1.852760196,214.0599976,1.762041211,214.0599976,1.501682878,214.0599976,1.509471893,214.0599976,1.653633118,214.0599976,1.521916628,214.0599976,1.476122022,214.0599976,1.42185688,214.0599976,1.566932917,214.0599976,1.442471147,214.0599976,1.468928456,214.0599976,1.503579617,214.0599976,1.585561991,214.0599976,1.599410534,214.0599976,1.360544205,214.0599976,1.50367856,214.0599976,1.545531154,214.0599976,1.49925077,214.0599976,1.48692894,214.0599976,1.608523369,214.0599976,1.453465343,214.0599976,1.384060502
215.9299927,13.30713558,215.9299927,6.703375816,215.9299927,8.020550728,215.9299927,41.19537354,215.9299927,20.54586411,215.9299927,1.828052402,215.9299927,1.98424077,215.9299927,1.440783858,215.9299927,1.429684997,215.9299927,1.752833605,215.9299927,1.484189749,215.9299927,1.639182448,215.9299927,1.541661501,215.9299927,1.559523582,215.9299927,1.817169428,215.9299927,1.50404191,215.9299927,1.418702364,215.9299927,1.571873069,215.9299927,1.610907197,215.9299927,1.621442318,215.9299927,1.69722414,215.9299927,1.67322278,215.9299927,1.464192629,215.9299927,1.607991576,215.9299927,1.423393846,215.9299927,1.674816489,215.9299927,1.278094411,215.9299927,1.518844724,215.9299927,1.484107733,215.9299927,1.760163903,215.9299927,1.531879783,215.9299927,1.371534824,215.9299927,1.556390643,215.9299927,1.744745135,215.9299927,1.458156347,215.9299927,1.506964684,215.9299927,1.450313449,215.9299927,1.378984213,215.9299927,1.344406247,215.9299927,1.573276162,215.9299927,1.462426662,215.9299927,1.457361698,215.9299927,1.481592298,215.9299927,1.463348389,215.9299927,1.523961544,215.9299927,1.547215104,215.9299927,1.529893041,215.9299927,1.554058552,215.9299927,1.551935911,215.9299927,1.559916377,215.9299927,1.555930257
217.9600067,13.61377716,217.9600067,1.360544205,217.9600067,1.699412346,217.9600067,30.59753036,217.9600067,38.91464233,217.9600067,3.332375288,217.9600067,1.764134169,217.9600067,1.781065702,217.9600067,1.274531603,217.9600067,1.59723568,217.9600067,1.690247178,217.9600067,1.51418817,217.9600067,1.527433395,217.9600067,1.550784826,217.9600067,1.69549489,217.9600067,1.547308207,217.9600067,1.528226852,217.9600067,1.637855411,217.9600067,1.620806217,217.9600067,1.563732028,217.9600067,1.573978662,217.9600067,1.43544662,217.9600067,1.56752944,217.9600067,1.411180377,217.9600067,1.576617002,217.9600067,1.432455659,217.9600067,1.478116155,217.9600067,1.344335437,217.9600067,1.551855445,217.9600067,1.511903048,217.9600067,1.759328604,217.9600067,1.52494216,217.9600067,1.581341624,217.9600067,1.628179431,217.9600067,1.409136295,217.9600067,1.371076465,217.9600067,1.518773556,217.9600067,1.582224607,217.9600067,1.488005877,217.9600067,1.497182131,217.9600067,1.424941897,217.9600067,1.466621041,217.9600067,1.601996779,217.9600067,1.366624594,217.9600067,1.555099726,217.9600067,1.478270769,217.9600067,1.607662797,217.9600067,1.519809842,217.9600067,1.598760247,217.9600067,1.542173505,217.9600067,1.622937441
220,5.458904743,220,13.24958038,220,7.346576691,220,13.48763657,220,62.08643341,220,15.78311443,220,1.360544205,220,1.829893112,220,1.548919678,220,1.554823756,220,1.394295335,220,1.657696486,220,1.655126572,220,1.578807116,220,1.545103908,220,1.769981265,220,1.429036736,220,1.528532147,220,1.477908254,220,1.470366716,220,1.539832115,220,1.467456102,220,1.487003803,220,1.721265674,220,1.569225311,220,1.528430343,220,1.445973396,220,1.66842103,220,1.900218248,220,1.592689514,220,1.73240304,220,1.446578622,220,1.684806347,220,1.569842815,220,1.507062554,220,1.476644039,220,1.610441685,220,1.369373679,220,1.503542066,220,1.558822274,220,1.488559604,220,1.528596163,220,1.614598513,220,1.475204468,220,1.461956143,220,1.4678967,220,1.541575074,220,1.503950357,220,1.511929631,220,1.517821074,220,1.51008594
222.0299988,-0.032213449,222.0299988,13.02496719,222.0299988,10.02432346,222.0299988,8.948877335,222.0299988,68.04546356,222.0299988,40.5243454,222.0299988,2.277134418,222.0299988,1.571943998,222.0299988,1.464799523,222.0299988,1.608071566,222.0299988,1.461015344,222.0299988,1.716848373,222.0299988,1.777344704,222.0299988,1.675222754,222.0299988,1.491991758,222.0299988,1.521535873,222.0299988,1.643864751,222.0299988,1.587476134,222.0299988,1.575846672,222.0299988,1.456650376,222.0299988,1.596964836,222.0299988,1.625421524,222.0299988,1.443716407,222.0299988,1.697318673,222.0299988,1.717432141,222.0299988,1.525486469,222.0299988,1.476305962,222.0299988,1.913082719,222.0299988,1.441426754,222.0299988,1.639538765,222.0299988,1.474277496,222.0299988,1.405006886,222.0299988,1.611158609,222.0299988,1.585668087,222.0299988,1.456127048,222.0299988,1.370565534,222.0299988,1.52022326,222.0299988,1.533504128,222.0299988,1.47301209,222.0299988,1.498503804,222.0299988,1.549047112,222.0299988,1.483085752,222.0299988,1.559605837,222.0299988,1.557272434,222.0299988,1.536877871,222.0299988,1.456997991,222.0299988,1.513802409,222.0299988,1.544036627,222.0299988,1.467942119,222.0299988,1.542446256,222.0299988,1.594210267
224.0599976,3.448226929,224.0599976,12.7087059,224.0599976,13.66926003,224.0599976,5.396631718,224.0599976,38.09072876,224.0599976,89.21880341,224.0599976,10.68390656,224.0599976,1.71340239,224.0599976,1.582281232,224.0599976,1.633821964,224.0599976,1.590434313,224.0599976,1.563637972,224.0599976,1.712242007,224.0599976,1.526307106,224.0599976,1.53120029,224.0599976,1.541010499,224.0599976,1.562382936,224.0599976,1.513443232,224.0599976,1.544409275,224.0599976,1.532808185,224.0599976,1.540006518,224.0599976,1.499097109,224.0599976,1.523083091,224.0599976,1.783651114,224.0599976,1.392020941,224.0599976,1.577957511,224.0599976,1.657402515,224.0599976,1.569312453,224.0599976,1.576967716,224.0599976,1.66999805,224.0599976,1.51314187,224.0599976,1.609303117,224.0599976,1.561602592,224.0599976,1.481902242,224.0599976,1.687836766,224.0599976,1.423424125,224.0599976,1.55538106,224.0599976,1.607349396,224.0599976,1.477496028,224.0599976,1.540827274,224.0599976,1.516186237,224.0599976,1.501233697,224.0599976,1.573757768,224.0599976,1.385117531,224.0599976,1.560877323,224.0599976,1.539440393,224.0599976,1.498800755,224.0599976,1.505848646,224.0599976,1.488661528,224.0599976,1.524183512,224.0599976,1.58936739
225.9299927,3.432367325,225.9299927,7.695385933,225.9299927,26.27157593,225.9299927,8.546173096,225.9299927,11.95730972,225.9299927,122.0403671,225.9299927,66.48352814,225.9299927,2.352421522,225.9299927,1.603827834,225.9299927,1.775831103,225.9299927,1.567497849,225.9299927,1.629063606,225.9299927,1.606149673,225.9299927,1.726957083,225.9299927,1.68098855,225.9299927,1.658061266,225.9299927,1.677721262,225.9299927,1.6612643,225.9299927,1.472983122,225.9299927,1.436436892,225.9299927,1.445549965,225.9299927,1.371241689,225.9299927,1.63216126,225.9299927,1.334040046,225.9299927,1.605597258,225.9299927,1.624981761,225.9299927,1.260322094,225.9299927,1.503806114,225.9299927,1.696264863,225.9299927,1.76768744,225.9299927,1.560841799,225.9299927,1.593968391,225.9299927,1.335618615,225.9299927,1.681247473,225.9299927,1.596396208,225.9299927,1.499894619,225.9299927,1.529713631,225.9299927,1.479457855,225.9299927,1.604520082,225.9299927,1.685649276,225.9299927,1.392302871,225.9299927,1.583293915,225.9299927,1.438837171,225.9299927,1.584113359,225.9299927,1.449070454,225.9299927,1.518877029,225.9299927,1.547215819,225.9299927,1.495584846,225.9299927,1.575600863,225.9299927,1.493987799,225.9299927,1.567640424
